Film;Villain;Portrayed by;Objective;Outcome;Status;image_url
Licence to Kill;Ed Killifer;Everett McGill;;;;https://static.wikia.nocookie.net/jamesbond/images/4/43/Ed_Killifer_-_Profile.png
Licence to Kill;Colonel Heller;Don Stroud;;;;https://static.wikia.nocookie.net/jamesbond/images/c/c5/Heller_-_Profile.png
Licence to Kill;Hector Lopez;Pedro Armendáriz Jr.;;;;https://static.wikia.nocookie.net/jamesbond/images/d/d1/Lopez.png
Licence to Kill;Sharkey;Frank McRae;;;;https://static.wikia.nocookie.net/jamesbond/images/5/58/Sharkey_-_Profile.png
Licence to Kill;Braun;Guy De Saint Cyr;;;;https://static.wikia.nocookie.net/jamesbond/images/d/d7/Barun.png
Licence to Kill;Kwang;Cary-Hiroyuki Tagawa;;;;https://static.wikia.nocookie.net/jamesbond/images/e/e1/Kwang_%28Cary-Hiroyuki_Tagawa%29_-_Profile.jpg
Licence to Kill;Hawkins;Grand L. Bush;;;;https://static.wikia.nocookie.net/jamesbond/images/0/0b/Hawkins_-_Profile.png
Licence to Kill;Montelongo;Claudio Brook;;;;https://static.wikia.nocookie.net/jamesbond/images/b/b4/Montelongo.png
Licence to Kill;Alvarez;Gerardo Albarrán;;;;https://static.wikia.nocookie.net/jamesbond/images/7/7a/Alvarez_-_Profile.png
Live and Let Die;Baron Samedi;Geoffrey Holder;;;;https://static.wikia.nocookie.net/jamesbond/images/a/a6/Baron_Samedi_%28Geoffrey_Holder%29_-_Profile.jpg
Live and Let Die;Tee Hee;Julius Harris;;;;https://static.wikia.nocookie.net/jamesbond/images/e/e9/Tee_Hee_%28Julius_Harris%29_-_Profile.jpg
Live and Let Die;Adam;Tommy Lane;;;;https://static.wikia.nocookie.net/jamesbond/images/e/e4/Adam_Profile.png
Live and Let Die;Whisper;Earl Jolly Brown;;;;https://static.wikia.nocookie.net/jamesbond/images/1/19/Whisper_%28Earl_Jolly_Brown%29_-_Profile.jpg
Moonraker;Jaws;Richard Kiel;;;;https://static.wikia.nocookie.net/jamesbond/images/0/06/Jaws_%28Richard_Kiel%29_-_Profile.png
Moonraker;Chang;Toshirô Suga;;;;https://static.wikia.nocookie.net/jamesbond/images/b/b1/Chang_%28Toshir%C3%B4_Suga%29_-_Profile.jpg
No Time to Die;Primo;Dali Benssalah;;;;https://static.wikia.nocookie.net/jamesbond/images/9/9e/Primo_-_Profile.png
Octopussy;Gobinda;Kabir Bedi;;;;https://static.wikia.nocookie.net/jamesbond/images/e/eb/Gobinda_-_Profile.png
Octopussy;General Orlov's Henchman, Jim Fanning;Douglas Wilmer;;;;https://static.wikia.nocookie.net/jamesbond/images/c/c6/Jim_Fanning_-_Profile.png
Octopussy;Smithers;Jeremy Bulloch;;;;https://static.wikia.nocookie.net/jamesbond/images/9/9f/Smithers_%28Jeremy_Bulloch%29_-_Profile.jpg
On Her Majesty's Secret Service;Irma Bunt;Ilse Steppat;;;;https://static.wikia.nocookie.net/jamesbond/images/7/70/Irma_Bunt_%28Ilse_Steppat%29_-_Profile.png
Skyfall;Clair Dowar;Helen McCrory;;;;https://static.wikia.nocookie.net/jamesbond/images/4/4c/Clair_Dowar_-_Profile.png
Skyfall;Raoul Silva's henchman Ronson;Bill Buckhurst;;;;https://static.wikia.nocookie.net/jamesbond/images/3/3d/Ronson.png
Spectre;Mr. Hinx;David Bautista;;;;https://static.wikia.nocookie.net/jamesbond/images/d/d8/Mr_Hinx_-_Profile_%282%29.png
Spectre;Mr. White;Jesper Christensen;;;;https://static.wikia.nocookie.net/jamesbond/images/e/ec/Mr._White_-_Profile.png
Spectre;Marco Sciarra;Alessandro Cremona;;;;https://static.wikia.nocookie.net/jamesbond/images/d/db/Marco_Sciarra_-_Profile.png
The Living Daylights;Necros;Andreas Wisniewski;;;;https://static.wikia.nocookie.net/jamesbond/images/3/30/Necros_%28Andreas_Wisniewski%29_-_Profile.jpg
The Living Daylights;Kamran Shah;Art Malik;;;;https://static.wikia.nocookie.net/jamesbond/images/c/ce/Kamran_Shah_%28Art_Malik%29_-_Profile.jpg
The Man with the Golden Gun;Nick Nack;Hervé Villechaize;;;;https://static.wikia.nocookie.net/jamesbond/images/4/42/Nick_Nack_%28Herv%C3%A9_Villechaize%29_-_Profile.jpg
The Man with the Golden Gun;Chula;Chan Yiu Lam;;;;https://static.wikia.nocookie.net/jamesbond/images/e/e1/Screenshot_2015-05-23_17.52.11.png
The Spy Who Loved Me;Jaws;Richard Kiel;;;;https://static.wikia.nocookie.net/jamesbond/images/0/06/Jaws_%28Richard_Kiel%29_-_Profile.png
The Spy Who Loved Me;General Gogol;Walter Gotell;;;;https://static.wikia.nocookie.net/jamesbond/images/a/a8/General_Gogol_%28Walter_Gotell%29_-_Profile.jpg
The Spy Who Loved Me;Sandor;Milton Reid;;;;https://static.wikia.nocookie.net/jamesbond/images/6/64/Sandor_%28Milton_Reid%29_-_Profile.jpg
The World Is Not Enough;Renard;Robert Carlyle;;;;https://static.wikia.nocookie.net/jamesbond/images/c/c2/Profile_-_Renard.png
The World Is Not Enough;Charles Robinson;Colin Salmon;;;;https://static.wikia.nocookie.net/jamesbond/images/4/4c/Charles_Robinson_-_Profile.png
Thunderball;Quist;Bill Cummings;;;;https://static.wikia.nocookie.net/jamesbond/images/e/e4/Quist_-_Profile.png
Tomorrow Never Dies;Stamper;Götz Otto;;;;https://static.wikia.nocookie.net/jamesbond/images/5/51/Stamper_-_Profile.png
Tomorrow Never Dies;Charles Robinson;Colin Salmon;;;;https://static.wikia.nocookie.net/jamesbond/images/4/4c/Charles_Robinson_-_Profile.png
Tomorrow Never Dies;Jeff Hobbs;Hugo Napier;;;;https://static.wikia.nocookie.net/jamesbond/images/4/4d/Jeff_Hobbs_-_Profile.png
You Only Live Twice;Mr. Osato;Teru Shimada;;;;
You Only Live Twice;Helga Brandt;Karin Dor;;;;https://static.wikia.nocookie.net/jamesbond/images/5/50/Helga_Brandt_-_Profile.png
You Only Live Twice;Hans;Ronald Rich;;;;https://static.wikia.nocookie.net/jamesbond/images/0/04/Hans_%28Ronald_Rich%29_-_Profile.png
You Only Live Twice;Ling;Tsai Chin;;;;https://static.wikia.nocookie.net/jamesbond/images/6/69/Ling_-_Profile.jpg
You Only Live Twice;Spectre 3;Burt Kwouk;;;;
