name,lat,lon,movie
Beach,46.9180689,-104.0043728,GoldenEye
Cuba,23.0131338,-80.8328748,GoldenEye
Downs Racecourse,-21.1658509,149.1312956,GoldenEye
England,52.5310214,-1.2649062,GoldenEye
Field,44.9168278,-93.2684148,GoldenEye
Fort Antoine,43.1442273,5.9162175,GoldenEye
France,46.603354,1.8883335,GoldenEye
Grassy,-40.0498058,144.0562515,GoldenEye
Hertfordshire,51.8400523,-0.0978552,GoldenEye
Herts,51.8400523,-0.0978552,GoldenEye
La Fayette,41.1080927,-89.9714998,GoldenEye
Langham Hotel,-37.8205784,144.9657396,GoldenEye
Leavesden,51.6913926,-0.4144152,GoldenEye
Leavesden Aerodrome,51.6925811,-0.4152875,GoldenEye
London,51.4893335,-0.1440551,GoldenEye
Mill Lane Bridge,52.5950687,-1.9770015,GoldenEye
Monaco,43.7323492,7.4276832,GoldenEye
Nene Valley Railway,52.5619206,-0.2656331,GoldenEye
Nightclub,33.5914841,-7.6153788,GoldenEye
Palace Square,59.9390434,30.3153537,GoldenEye
Peterborough,52.5725769,-0.2427336,GoldenEye
Petersburg Railway,59.905817,30.2988172,GoldenEye
Playa Ojo de Agua,17.2965377,-101.0504471,GoldenEye
Port Hercules,-33.9211798,25.5552365,GoldenEye
Puerto Rico,18.2247706,-66.4858295,GoldenEye
Punta Garza,18.7572869,-69.2590777,GoldenEye
Russia,64.6863136,97.7453061,GoldenEye
Saint Michael’s,53.0489112,-2.5904923,GoldenEye
Soviet Union,44.5666334,27.359793,GoldenEye
Square,50.8439088,4.3575809,GoldenEye
St. Petersburg,59.938732,30.316229,GoldenEye
Switzerland,46.7985624,8.2319736,GoldenEye
Tortuguero Lagoon,12.8278047,-83.8562111,GoldenEye
UK,54.7023545,-3.2765753,GoldenEye
Verzasca Dam,46.1962543,8.8470126,GoldenEye
Winter Palace,59.9404625,30.3151887,GoldenEye
Baltimore,39.2908816,-76.610759,Goldfinger
Black Park Woodland,39.0923559,-94.5611845,Goldfinger
Bluegrass Airfield,40.9777907,-92.5876896,Goldfinger
Buckinghamshire,51.840894,-0.8998074,Goldfinger
England,52.5310214,-1.2649062,Goldfinger
Florida,27.7567667,-81.4639835,Goldfinger
Fontainebleau,48.4049375,2.7015872,Goldfinger
Fort Knox,37.8976552,-85.9038521,Goldfinger
Hotel Aurora,-23.5403793,-46.640595,Goldfinger
Kentucky,37.5726028,-85.1551411,Goldfinger
London,51.4893335,-0.1440551,Goldfinger
Louisville,38.2542376,-85.759407,Goldfinger
Lucerne,47.0505452,8.3054682,Goldfinger
Maryland,39.5162401,-76.9382069,Goldfinger
Mexico,23.6585116,-102.0077097,Goldfinger
Miami,25.7741566,-80.1935973,Goldfinger
Miami Beach,25.7929198,-80.1353006,Goldfinger
RAF Northolt Aerodrome,51.5543813,-0.418074,Goldfinger
Southend,51.5388241,0.7128137,Goldfinger
Stanwell,51.4544049,-0.4778216,Goldfinger
Stoke Park,51.488603,-2.5562924,Goldfinger
Switzerland,46.7985624,8.2319736,Goldfinger
UK,54.7023545,-3.2765753,Goldfinger
USA,39.7837304,-100.445882,Goldfinger
United States,39.7837304,-100.445882,Goldfinger
Bahamas,24.7736546,-78.0000547,Licence to Kill
Bat Tower Road,24.647307,-81.5699445,Licence to Kill
Calle,51.3351737,8.2145637,Licence to Kill
Calle Tacuba 1,19.4356626,-99.1402843,Licence to Kill
Colonia Centro,27.3360295,-112.2695905,Licence to Kill
Fish House No.,63.1251461,7.7189732,Licence to Kill
Florida,27.7567667,-81.4639835,Licence to Kill
Isla Mujeres,21.2371906,-86.7350001,Licence to Kill
Isthmus,35.9981447,-84.1584272,Licence to Kill
Key West,24.5548262,-81.8020722,Licence to Kill
Key West International Airport,24.5554773,-81.759616,Licence to Kill
London,51.4893335,-0.1440551,Licence to Kill
Mexico,23.6585116,-102.0077097,Licence to Kill
Mexico City,19.3207722,-99.1514678,Licence to Kill
Oficina Central de Correos,39.5693826,2.6475079,Licence to Kill
Palm Avenue,32.5843352,-117.0838845,Licence to Kill
Panama,8.559559,-81.1308434,Licence to Kill
Route 1,46.2361141,-63.1046996,Licence to Kill
South America,-21.0002179,-61.0006565,Licence to Kill
Truman Avenue,-34.0073419,151.0528285,Licence to Kill
UK,54.7023545,-3.2765753,Licence to Kill
US,39.7837304,-100.445882,Licence to Kill
USA,39.7837304,-100.445882,Licence to Kill
United States,39.7837304,-100.445882,Licence to Kill
Villa,46.3310232,9.4894492,Licence to Kill
Villa Arabesque,28.4162567,-16.5077921,Licence to Kill
de Isthmus,9.0957916,-79.777618,Licence to Kill
2nd Avenue,40.723402,-73.989938,Live and Let Die
5th Avenue,40.7453007,-73.9868462,Live and Let Die
69th Street,40.7463474,-73.896305,Live and Let Die
94th Street,40.7443661,-73.8707718,Live and Let Die
Dumaine Street,29.9602568,-90.0641874,Live and Let Die
England,52.5310214,-1.2649062,Live and Let Die
Falmouth,50.1552197,-5.0688262,Live and Let Die
Green Grotto Caves,18.4598885,-77.3773043,Live and Let Die
Hanover Parish,42.1161736,-70.828485,Live and Let Die
Harlem,40.8078578,-73.9454671,Live and Let Die
Highway 11,31.3429239,-89.2812431,Live and Let Die
Jamaica,18.1850507,-77.3947693,Live and Let Die
Lake Pontchartrain,30.2050633,-90.0967594,Live and Let Die
Lakefront Airport,41.5188169,-81.6811324,Live and Let Die
London,51.5074456,-0.1277653,Live and Let Die
Louisiana,30.8703881,-92.007126,Live and Let Die
Louisiana Airfield,29.3531927,-89.4377654,Live and Let Die
Louisiana Marina,29.6540892,-92.3560117,Live and Let Die
Manhattan,40.7896239,-73.9598939,Live and Let Die
Manor,30.3420882,-97.555905,Live and Let Die
Montego Bay,18.4724603,-77.9217357,Live and Let Die
New Orleans,29.9559145,-90.0730259,Live and Let Die
New Orleans',29.9559145,-90.0730259,Live and Let Die
New York,40.7127281,-74.0060152,Live and Let Die
New York City,40.7127281,-74.0060152,Live and Let Die
Ocho Rios,18.4081045,-77.1011092,Live and Let Die
Phoenix,33.4484367,-112.074141,Live and Let Die
Queens,40.7135078,-73.8283132,Live and Let Die
Rio Nuevo Bay,18.4122536,-77.01298,Live and Let Die
Rose Hall Resort,18.5216346,-77.8106911,Live and Let Die
San Monique,45.0692426,7.6420873,Live and Let Die
San Monique Hotel,9.0786843,126.1770769,Live and Let Die
Sans Souci Resort,12.1403086,-68.9592515,Live and Let Die
Slidell,30.2751945,-89.7811745,Live and Let Die
Solitaire,-23.8936474,16.0063209,Live and Let Die
Taxi Drive,41.4056415,-74.6435475,Live and Let Die
Tower Isle,18.4226149,-77.0387077,Live and Let Die
UK,54.7023545,-3.2765753,Live and Let Die
USA,39.7837304,-100.445882,Live and Let Die
United States,39.7837304,-100.445882,Live and Let Die
the Mississippi River,35.159663,-90.0497641,Live and Let Die
Brazil,-10.3333333,-53.2,Moonraker
California,36.7014631,-118.755997,Moonraker
England,52.5310214,-1.2649062,Moonraker
Florida,27.7567667,-81.4639835,Moonraker
Fontainebleau,48.4049375,2.7015872,Moonraker
France,46.603354,1.8883335,Moonraker
Guatemala,15.5855545,-90.345759,Moonraker
Italy,42.6384261,12.674297,Moonraker
Kennedy Space Center,28.5242796,-80.6818558,Moonraker
London,51.5074456,-0.1277653,Moonraker
Los Angeles,34.0536909,-118.242766,Moonraker
Moscow,55.625578,37.6063916,Moonraker
Palmdale,34.5793131,-118.11711,Moonraker
Paris,48.8588897,2.320041,Moonraker
Rio de Janeiro,-22.9110137,-43.2093727,Moonraker
United States,39.7837304,-100.445882,Moonraker
Venice,45.4371908,12.3345898,Moonraker
Berlin,52.5173885,13.3951309,Octopussy
Chemnitz,50.8323531,12.918914,Octopussy
Cuba,23.0131338,-80.8328748,Octopussy
England,52.5310214,-1.2649062,Octopussy
Germany,51.1638175,10.4478313,Octopussy
India,22.3511148,78.6677428,Octopussy
London,51.5074456,-0.1277653,Octopussy
Moscow,55.625578,37.6063916,Octopussy
Russia,64.6863136,97.7453061,Octopussy
Schwerin,53.6288297,11.4148038,Octopussy
St. Petersburg,59.938732,30.316229,Octopussy
Udaipur,24.578721,73.6862571,Octopussy
United States,39.7837304,-100.445882,Octopussy
West Berlin,39.809686,-74.9441507,Octopussy
West Germany,50.0980311,8.5463351,Octopussy
Alps,45.9083263,9.1420628,On Her Majesty's Secret Service
Bahnhof,48.2952022,15.9965534,On Her Majesty's Secret Service
Bern,46.9484742,7.4521749,On Her Majesty's Secret Service
Buckinghamshire,51.840894,-0.8998074,On Her Majesty's Secret Service
Cascais,38.6968919,-9.4204495,On Her Majesty's Secret Service
Draco,39.7512477,-76.5355045,On Her Majesty's Secret Service
England,52.5310214,-1.2649062,On Her Majesty's Secret Service
Estoril,38.7095707,-9.3901368,On Her Majesty's Secret Service
Grindelwald,46.6242733,8.0367462,On Her Majesty's Secret Service
Guincho,37.3445713,-8.0770871,On Her Majesty's Secret Service
Guincho Beach,38.7331576,-9.4727845,On Her Majesty's Secret Service
Hotel Schweizerhof,47.3768257,8.5393966,On Her Majesty's Secret Service
Lisbon,38.7077507,-9.1365919,On Her Majesty's Secret Service
London,51.5074456,-0.1277653,On Her Majesty's Secret Service
Mill Road Marlow,51.5679672,-0.7687398,On Her Majesty's Secret Service
Palacio Estoril Hotel,38.7046844,-9.3968752,On Her Majesty's Secret Service
Port Hideout,27.8357677,-97.0652119,On Her Majesty's Secret Service
Portugal,39.6621648,-8.1353519,On Her Majesty's Secret Service
Schweizerhof Hotel,47.0543195,8.3102224,On Her Majesty's Secret Service
Setubal,38.5241783,-8.8932341,On Her Majesty's Secret Service
Stechelberg,46.5450161,7.9021989,On Her Majesty's Secret Service
Switzerland,46.7985624,8.2319736,On Her Majesty's Secret Service
Train Station,-6.1272863,106.6530568,On Her Majesty's Secret Service
UK,54.7023545,-3.2765753,On Her Majesty's Secret Service
Winterberg hill,51.2575289,8.5337939,On Her Majesty's Secret Service
Adana,36.9863599,35.3252861,Skyfall
China,35.000074,104.999927,Skyfall
England,52.5310214,-1.2649062,Skyfall
Hashima Island,34.0344233,132.3845324,Skyfall
Istanbul,41.006381,28.9758715,Skyfall
London,51.5074456,-0.1277653,Skyfall
Macau,22.1757605,113.5514142,Skyfall
Scotland,56.7861112,-4.1140518,Skyfall
Shanghai,31.2312707,121.4700152,Skyfall
Turkey,39.294076,35.2316631,Skyfall
Austria,47.59397,14.12456,Spectre
England,52.5310214,-1.2649062,Spectre
Italy,42.6384261,12.674297,Spectre
London,51.5074456,-0.1277653,Spectre
Mexico,23.6585116,-102.0077097,Spectre
Mexico City,19.3207722,-99.1514678,Spectre
Morocco,28.3347722,-10.3713379,Spectre
Rome,41.8933203,12.4829321,Spectre
Tangier,35.7696302,-5.8033522,Spectre
Vatican,41.9034912,12.4528349,Spectre
Afghanistan,33.7680065,66.2385139,The Living Daylights
Afghanistan Bridge,37.3086732,71.0027861,The Living Daylights
Arizona,34.395342,-111.763275,The Living Daylights
Austria,47.59397,14.12456,The Living Daylights
Bratislava,48.1516988,17.1093063,The Living Daylights
Bratislava Streets,48.1462348,17.1244588,The Living Daylights
Carinthia,46.7500001,13.8333333,The Living Daylights
Conference Hall,40.8832406,17.1568717,The Living Daylights
Czechoslovakia,48.257918,14.5007688,The Living Daylights
Elveden Hall,52.3851392,0.6796653,The Living Daylights
England,52.5310214,-1.2649062,The Living Daylights
Fishing Port,39.9680479,0.015502,The Living Daylights
Frozen lake,40.2579884,-105.6428214,The Living Daylights
Germany,51.1638175,10.4478313,The Living Daylights
Gibraltar,36.1285933,-5.3474761,The Living Daylights
Harbor,42.038908,-124.2528897,The Living Daylights
Henley,51.5375786,-0.9050287,The Living Daylights
Hotel Ile De France,48.5287089,2.0120291,The Living Daylights
Italy,42.6384261,12.674297,The Living Daylights
Kreuzgasse,48.9451589,7.6201504,The Living Daylights
London,51.5074456,-0.1277653,The Living Daylights
Marina,43.5139149,16.1092196,The Living Daylights
Morocco,28.3347722,-10.3713379,The Living Daylights
Ouarzazate Airport,30.9381968,-6.9089259,The Living Daylights
Oxfordshire,51.833333,-1.25,The Living Daylights
Palais Schwarzenberg,48.1966582,16.3760639,The Living Daylights
Place de la Kasbah,36.7974941,10.1670298,The Living Daylights
Queen's Gate,51.5005767,-0.1800274,The Living Daylights
Schoenbrunn Palace,48.1849894,16.3115684,The Living Daylights
Signal Station Road,-35.5378834,173.3777569,The Living Daylights
Slovakia,48.7411522,19.4528646,The Living Daylights
St. Michael Road,-1.2640996,36.952215,The Living Daylights
Suffolk,52.2410014,1.0465716,The Living Daylights
Tangier,35.7696302,-5.8033522,The Living Daylights
Tangier Airport,35.7291936,-5.9129695,The Living Daylights
Tangier Hotel,35.7873539,-5.8102954,The Living Daylights
Tangier Morocco,35.7696302,-5.8033522,The Living Daylights
Thames,51.5575525,-0.781404,The Living Daylights
Trafalgar Square,51.5084502,-0.1284499,The Living Daylights
Tram Depot,30.085041,31.3501173,The Living Daylights
UK,54.7023545,-3.2765753,The Living Daylights
USA,39.7837304,-100.445882,The Living Daylights
United States,39.7837304,-100.445882,The Living Daylights
Vienna,48.2083537,16.3725042,The Living Daylights
Vienna Hotel,39.8754068,116.3114407,The Living Daylights
Vienna Volksoper,48.2246675,16.3502354,The Living Daylights
Villa,46.3310232,9.4894492,The Living Daylights
vienna,48.2083537,16.3725042,The Living Daylights
Bangkok,13.7524938,100.4935089,The Man with the Golden Gun
Beirut,33.8892265,35.5025585,The Man with the Golden Gun
England,52.5310214,-1.2649062,The Man with the Golden Gun
Hong Kong,22.350627,114.1849161,The Man with the Golden Gun
Hong Kong Harbour,33.8145164,-84.3537826,The Man with the Golden Gun
Lebanon,33.8750629,35.843409,The Man with the Golden Gun
London,51.5074456,-0.1277653,The Man with the Golden Gun
Macau,22.1757605,113.5514142,The Man with the Golden Gun
People's Republic of China,35.000074,104.999927,The Man with the Golden Gun
Thailand,14.8971921,100.83273,The Man with the Golden Gun
Alps,45.9083263,9.1420628,The Spy Who Loved Me
Cairo,30.0443879,31.2357257,The Spy Who Loved Me
Canada,61.0666922,-107.991707,The Spy Who Loved Me
Costa Smeralda,53.6338754,9.9200277,The Spy Who Loved Me
Egypt,26.2540493,29.2675469,The Spy Who Loved Me
England,52.5310214,-1.2649062,The Spy Who Loved Me
Giza,29.9870753,31.2118063,The Spy Who Loved Me
Great Hypostyle Hall,25.7184792,32.6578711,The Spy Who Loved Me
Hotel Cala di Volpe,41.0902763,9.5410037,The Spy Who Loved Me
Italy,42.6384261,12.674297,The Spy Who Loved Me
Karnak,37.2936633,-88.9753462,The Spy Who Loved Me
London,51.5074456,-0.1277653,The Spy Who Loved Me
Malta,35.8885993,14.4476911,The Spy Who Loved Me
Moscow,55.625578,37.6063916,The Spy Who Loved Me
Okinawa,26.5707754,128.0255901,The Spy Who Loved Me
Russia,64.6863136,97.7453061,The Spy Who Loved Me
Sardinia,40.0912813,9.0305773,The Spy Who Loved Me
Scotland,56.7861112,-4.1140518,The Spy Who Loved Me
Switzerland,46.7985624,8.2319736,The Spy Who Loved Me
Azerbaijan,40.3936294,47.7872508,The World Is Not Enough
Bahamas,24.7736546,-78.0000547,The World Is Not Enough
Baku,40.3755885,49.8328009,The World Is Not Enough
Bardenas Reales,42.1611684,-1.4662507,The World Is Not Enough
Bilbao,43.2630018,-2.9350039,The World Is Not Enough
Buckinghamshire,51.840894,-0.8998074,The World Is Not Enough
Caucasus Mountains,42.4913744,44.9961252,The World Is Not Enough
Chamonix,45.9246705,6.8727506,The World Is Not Enough
Eilean Donan,57.2740962,-5.5159162,The World Is Not Enough
Eilean Donan Castle,57.2740962,-5.5159162,The World Is Not Enough
England,52.5310214,-1.2649062,The World Is Not Enough
France,46.603354,1.8883335,The World Is Not Enough
Gothic Temple,53.8667351,-1.3810258,The World Is Not Enough
Halton House,51.7824742,-0.7254325,The World Is Not Enough
Istanbul,41.006381,28.9758715,The World Is Not Enough
Italy,42.6384261,12.674297,The World Is Not Enough
Kazakhstan,48.1012954,66.7780818,The World Is Not Enough
Küçüksu Palace,41.0784102,29.0648834,The World Is Not Enough
London,51.5074456,-0.1277653,The World Is Not Enough
Maiden's Tower,41.0211379,29.004058,The World Is Not Enough
Millennium Dome,51.5029366,0.0032029,The World Is Not Enough
Mont Blanc,45.8327056,6.8651706,The World Is Not Enough
Navarre,42.6125488,-1.8307877,The World Is Not Enough
RAF Northolt Airport,51.5543813,-0.418074,The World Is Not Enough
Scotland,56.7861112,-4.1140518,The World Is Not Enough
South Ruislip,51.5569909,-0.3990635,The World Is Not Enough
Spain,39.3260685,-4.8379791,The World Is Not Enough
Stowe House,52.0316145,-1.0168833,The World Is Not Enough
Swindon,51.5615327,-1.7854322,The World Is Not Enough
Thames River,-37.6466036,175.7866138,The World Is Not Enough
"The Bahamas
",24.7736546,-78.0000547,The World Is Not Enough
Turkey,39.294076,35.2316631,The World Is Not Enough
UK,54.7023545,-3.2765753,The World Is Not Enough
Wiltshire,51.324162,-1.9032487,The World Is Not Enough
Bahamas,24.7736546,-78.0000547,Thunderball
Chateau,46.4270854,4.6009595,Thunderball
England,52.5310214,-1.2649062,Thunderball
France,46.603354,1.8883335,Thunderball
London,51.5074456,-0.1277653,Thunderball
Nassau,25.0782266,-77.3383438,Thunderball
Paradise Island,25.0833551,-77.3063342,Thunderball
Paris,48.8588897,2.320041,Thunderball
Bangkok,13.7524938,100.4935089,Tomorrow Never Dies
Barnet,51.65309,-0.2002261,Tomorrow Never Dies
Bedfont Lakes,51.446123,-0.4409535,Tomorrow Never Dies
Buckinghamshire,51.840894,-0.8998074,Tomorrow Never Dies
East India Dock House,51.511116,-0.0055729,Tomorrow Never Dies
England,52.5310214,-1.2649062,Tomorrow Never Dies
Essex,51.7704679,0.4646698,Tomorrow Never Dies
Feltham,51.4442232,-0.410659,Tomorrow Never Dies
France,46.603354,1.8883335,Tomorrow Never Dies
Germany,51.1638175,10.4478313,Tomorrow Never Dies
Hamburg,53.550341,10.000654,Tomorrow Never Dies
Hamburg Airport,53.6363621,9.9945501,Tomorrow Never Dies
Hamburg Airport Terminal,53.6343053,10.0060351,Tomorrow Never Dies
Hertfordshire,51.8400523,-0.0978552,Tomorrow Never Dies
Hotel Atlantic Hamburg,53.5570776,10.0045598,Tomorrow Never Dies
Japan,36.5748441,139.2394179,Tomorrow Never Dies
London,51.5074456,-0.1277653,Tomorrow Never Dies
London Borough,51.5011444,-0.0932926,Tomorrow Never Dies
Mexico,23.6585116,-102.0077097,Tomorrow Never Dies
Middlesex,51.5460558,-0.2537791,Tomorrow Never Dies
Okinawa,26.5707754,128.0255901,Tomorrow Never Dies
Oxford,51.7520131,-1.2578499,Tomorrow Never Dies
Phuket,7.9366015,98.3529292,Tomorrow Never Dies
Prince's Street,51.4615044,-0.3025842,Tomorrow Never Dies
Russia,64.6863136,97.7453061,Tomorrow Never Dies
Saigon,10.7755254,106.7021047,Tomorrow Never Dies
Sinn Sathorn Tower,13.7216767,100.4995614,Tomorrow Never Dies
South China Sea,15.0000001,114.9999999,Tomorrow Never Dies
Stansted Airport,51.8899889,0.2615077,Tomorrow Never Dies
Stoke Park,51.488603,-2.5562924,Tomorrow Never Dies
Strand,51.5098063,-0.1229694,Tomorrow Never Dies
Suffolk,52.2410014,1.0465716,Tomorrow Never Dies
Thailand,14.8971921,100.83273,Tomorrow Never Dies
Threadneedle Street,51.5141227,-0.0860995,Tomorrow Never Dies
U.S. Airbase,31.347102,-92.5184236,Tomorrow Never Dies
UK,54.7023545,-3.2765753,Tomorrow Never Dies
US,39.7837304,-100.445882,Tomorrow Never Dies
Vietnam,15.9266657,107.9650855,Tomorrow Never Dies
West London,51.532568,-0.4807,Tomorrow Never Dies
Bonotsucho Akime,31.3624833,130.2000035,You Only Live Twice
Buckinghamshire,51.840894,-0.8998074,You Only Live Twice
Cape Cod,41.7987588,-69.9960655,You Only Live Twice
